"Run File = C:\Nu plasma\Analyses\U-Th-Pb FAR.nrf"
"Gains : ",.9957073,1.040892,.9984365,1.005277,1.024671,1.017546,1,1.033899,1.000946,.9846264,1.036756,.9969983,1,1,1,1,
"Bucket efficiencys : ",1,1,1,1,1,1,1,1,1,1,1,1,
"Ion counting deadtimes : ",12,10.8,9.7,10,
"High Voltage Settings"
"HV1",6017,"HV2",3529.387,"HV3",4537.119,"HV4",1749.011,"HV5",2866.18,"HV6",2611.389,
"Deflector Settings"
"Quad 1",44.16291,"Quad 2",-39,"Source V1",91.9964,"Source H1",46.99969,"Source H2",-28.98132,"Transfer H1",19.98993,"Transfer V1",58.98755,"Transfer V2",1.988159,"Suppressor",-100.0092,"MOP",-15.01511,"HM Outer",-857.9915,"HM Inner",207,"HM Dog Leg",439.9854,"Centre",531,"LM Dog Leg",712.9734,"LM Inner",184,"LM Outer",-760.9791,"Filter Quad",-299.997,"Filter Hor",49.98932,"ESA V1 Defl",178.9911,"ESA V2 Defl",-239.9976,"ESA plates",345.1033,"Lin 1",80,"Lin 2",318,"Lin Corr",-25,"Q2 Low",0,"Q2 High",0,"Cubic",-6,"Q15 Corr",-5,"Q16 Corr",18,"Alpha1",0,"Alpha2",0,"ESA Float",0,"Dog Leg 1",-884.9909,"Dog Leg 2",-770.0126,"Dog Leg 3",-749.9924,
"Plasma Settings"
"Coolant",13,"Aux",.8000367,"Neb",31.79626,"Mix gas",1.049999,"Mix gas2",0,"RF Power",1300,"Reflected Power",0,"Air Cap Position",137,"Vac Cap Position",8461
"X motor pos = ","7.20","Y motor pos = ","6.18","Vert motor pos = ","4.04"
"Pir 1","8.6E-02mbar","Pir 2","8.5E-01mbar","Penning","2.5E-07mbar","Pir 3","4.2E-04mbar","Analyser","5.3E-09mbar"
"Ion Counting Settings"
"IC 0",-1750.03,"Disc 0",-.050006
"IC 1",-1900.024,"Disc 1",-8.502091E-02
"IC 2",-2050.018,"Disc 2",-6.997627E-02
"IC 3",-1900.024,"Disc 3",-6.997627E-02
"Filter 1",3999.939
"Filter 2",2449.951

" U-Th-Pb FAR Analysis"
" Started analysis at 22:01 on the Tuesday, September 18, 2018"
"Sample Name is  SL <> Started analysis at 10:03:34 PM"
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.6742719E-01, 3.6381092E-02, 0.0000000E+00, -3.9784736E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.2677092E-03, -3.7369438E-04, 6.0421769E-02, 8.6518930E-06, 0.0000000E+00, 3.7299873E-05, 3.1099149E-05,  1 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 7.1453213E-01, 4.0576534E-02, 0.0000000E+00, -4.0624738E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.4457718E-03, 6.0290924E-05, 6.5789926E-02, 9.6933318E-06, 0.0000000E+00, 3.8886115E-05, 3.1996413E-05,  2 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.8323554E-01, 4.0168213E-02, 0.0000000E+00, -3.9759985E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.3440361E-03, -1.7219289E-04, 6.2978574E-02, 9.1806232E-06, 0.0000000E+00, 3.7908732E-05, 3.1499712E-05,  3 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.6776510E-01, 4.0110386E-02, 0.0000000E+00, -4.0247985E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.2893431E-03, -2.1450493E-04, 6.1802744E-02, 9.8695755E-06, 0.0000000E+00, 3.8133050E-05, 3.2509135E-05,  4 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.6740277E-01, 4.0527433E-02, 0.0000000E+00, -3.9539195E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.3130333E-03, -2.1766444E-04, 6.2029236E-02, 9.7894645E-06, 0.0000000E+00, 3.7892711E-05, 3.1900279E-05,  5 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.5254609E-01, 4.0381188E-02, 0.0000000E+00, -4.0494672E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.2234892E-03, -2.6062908E-04, 6.1034770E-02, 9.8855980E-06, 0.0000000E+00, 3.8725888E-05, 3.1051084E-05,  6 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.3691613E-01, 4.0080264E-02, 0.0000000E+00, -4.0317511E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.1281942E-03, -4.2127410E-04, 5.9427602E-02, 9.0204021E-06, 0.0000000E+00, 3.8982253E-05, 3.2028460E-05,  7 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.2878170E-01, 3.9599696E-02, 0.0000000E+00, -4.0108574E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.0716035E-03, -3.3417038E-04, 5.9245645E-02, 9.0844906E-06, 0.0000000E+00, 3.8565660E-05, 3.1756073E-05,  8 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.0472655E-01, 3.9210048E-02, 0.0000000E+00, -3.9598759E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.0151222E-03, -4.6754127E-04, 5.6994084E-02, 1.0141953E-05, 0.0000000E+00, 3.8036913E-05, 3.1563803E-05,  9 
-7.4182403E-03, -3.2140451E-03, 0.0000000E+00, -4.0143452E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4182491E-03, -4.0703623E-03, -3.1174191E-03, 8.1690931E-06, 0.0000000E+00, 3.4205372E-05, 2.8101796E-05, 6.0693925E-01, 3.9911224E-02, 0.0000000E+00, -4.0411828E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.0688482E-03, -4.7420480E-04, 5.7555305E-02, 9.5010664E-06, 0.0000000E+00, 3.7908732E-05, 3.1932323E-05,  10 
