"Run File = C:\Nu plasma\Analyses\U-Th-Pb FAR.nrf"
"Gains : ",.9957073,1.040892,.9984365,1.005277,1.024671,1.017546,1,1.033899,1.000946,.9846264,1.036756,.9969983,1,1,1,1,
"Bucket efficiencys : ",1,1,1,1,1,1,1,1,1,1,1,1,
"Ion counting deadtimes : ",12,10.8,9.7,10,
"High Voltage Settings"
"HV1",6017,"HV2",3529.387,"HV3",4537.119,"HV4",1749.011,"HV5",2866.18,"HV6",2611.389,
"Deflector Settings"
"Quad 1",44.16291,"Quad 2",-39,"Source V1",91.9964,"Source H1",46.99969,"Source H2",-28.98132,"Transfer H1",19.98993,"Transfer V1",58.98755,"Transfer V2",1.988159,"Suppressor",-100.0092,"MOP",-15.01511,"HM Outer",-857.9915,"HM Inner",207,"HM Dog Leg",439.9854,"Centre",531,"LM Dog Leg",712.9734,"LM Inner",184,"LM Outer",-760.9791,"Filter Quad",-299.997,"Filter Hor",49.98932,"ESA V1 Defl",178.9911,"ESA V2 Defl",-239.9976,"ESA plates",345.1033,"Lin 1",80,"Lin 2",318,"Lin Corr",-25,"Q2 Low",0,"Q2 High",0,"Cubic",-6,"Q15 Corr",-5,"Q16 Corr",18,"Alpha1",0,"Alpha2",0,"ESA Float",0,"Dog Leg 1",-884.9909,"Dog Leg 2",-770.0126,"Dog Leg 3",-749.9924,
"Plasma Settings"
"Coolant",13,"Aux",.8000367,"Neb",31.79626,"Mix gas",1.049999,"Mix gas2",0,"RF Power",1300,"Reflected Power",0,"Air Cap Position",137,"Vac Cap Position",8463
"X motor pos = ","7.20","Y motor pos = ","6.18","Vert motor pos = ","4.04"
"Pir 1","8.6E-02mbar","Pir 2","8.6E-01mbar","Penning","2.4E-07mbar","Pir 3","4.1E-04mbar","Analyser","3.2E-09mbar"
"Ion Counting Settings"
"IC 0",-1750.03,"Disc 0",-.050006
"IC 1",-1900.024,"Disc 1",-8.502091E-02
"IC 2",-2050.018,"Disc 2",-6.997627E-02
"IC 3",-1900.024,"Disc 3",-6.997627E-02
"Filter 1",3999.939
"Filter 2",2449.951

" U-Th-Pb FAR Analysis"
" Started analysis at 13:28 on the Tuesday, September 18, 2018"
"Sample Name is  SL <> Started analysis at 1:29:12 PM"
-7.4178152E-03, -3.1991885E-03, 0.0000000E+00, -4.0071666E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4322395E-03, -4.0587363E-03, -3.1095903E-03, 8.8247030E-06, 0.0000000E+00, 3.8119164E-05, 3.1483692E-05, 5.3440799E-01, 3.4078988E-02, 0.0000000E+00, -3.9658871E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.7315971E-04, -1.0316885E-03, 4.8645556E-02, 1.0366262E-05, 0.0000000E+00, 4.1161336E-05, 3.4111396E-05,  11 
-7.4178152E-03, -3.1991885E-03, 0.0000000E+00, -4.0071666E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4322395E-03, -4.0587363E-03, -3.1095903E-03, 8.8247030E-06, 0.0000000E+00, 3.8119164E-05, 3.1483692E-05, 5.0346287E-01, 3.2688632E-02, 0.0000000E+00, -4.0118855E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 2.5636420E-04, -1.1860952E-03, 4.5509823E-02, 1.0190019E-05, 0.0000000E+00, 4.1658044E-05, 3.3390377E-05,  12 
-7.4178152E-03, -3.1991885E-03, 0.0000000E+00, -4.0071666E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4322395E-03, -4.0587363E-03, -3.1095903E-03, 8.8247030E-06, 0.0000000E+00, 3.8119164E-05, 3.1483692E-05, 4.9657605E-01, 3.2327400E-02, 0.0000000E+00, -4.0349726E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 2.6957063E-04, -1.1587029E-03, 4.5247675E-02, 9.7574202E-06, 0.0000000E+00, 4.1561907E-05, 3.4880479E-05,  13 
-7.4178152E-03, -3.1991885E-03, 0.0000000E+00, -4.0071666E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4322395E-03, -4.0587363E-03, -3.1095903E-03, 8.8247030E-06, 0.0000000E+00, 3.8119164E-05, 3.1483692E-05, 4.9532251E-01, 3.2518997E-02, 0.0000000E+00, -3.9742281E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.7910141E-04, -1.2375142E-03, 4.4867441E-02, 9.8054870E-06, 0.0000000E+00, 4.0680658E-05, 3.3839009E-05,  14 
-7.4178152E-03, -3.1991885E-03, 0.0000000E+00, -4.0071666E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4322395E-03, -4.0587363E-03, -3.1095903E-03, 8.8247030E-06, 0.0000000E+00, 3.8119164E-05, 3.1483692E-05, 4.9168250E-01, 3.2963116E-02, 0.0000000E+00, -4.0023879E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 2.4751893E-04, -1.2195178E-03, 4.5039771E-02, 1.0702728E-05, 0.0000000E+00, 4.1417701E-05, 3.5248999E-05,  15 
"End of Analysis"
"Sample Name is  SL <> Started analysis at 1:30:19 PM"
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.7451358E-01, 3.0346530E-02, 0.0000000E+00, -3.9858851E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 6.3662912E-04, -9.2752860E-04, 5.1278792E-02, 9.2767559E-06, 0.0000000E+00, 4.0937019E-05, 3.3678785E-05,  16 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 6.4906379E-01, 3.5430916E-02, 0.0000000E+00, -3.9852675E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.0296995E-03, -3.2750201E-04, 5.9317651E-02, 9.6773101E-06, 0.0000000E+00, 4.0568499E-05, 3.4544006E-05,  17 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.9874717E-01, 3.3473120E-02, 0.0000000E+00, -4.0237160E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 7.6673031E-04, -6.2926320E-04, 5.4269390E-02, 9.3568669E-06, 0.0000000E+00, 4.0712701E-05, 3.5697634E-05,  18 
